trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear
691,10/13/2014 15:57,10/13/2014 16:22,SEA00238,1488.38,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,,
692,10/13/2014 15:57,10/13/2014 16:10,SEA00080,759.511,3rd Ave & Broad St,Westlake Ave & 6th Ave,BT-01,SLU-15,Short-Term Pass Holder,,
693,10/13/2014 15:57,10/13/2014 16:10,SEA00273,770.199,3rd Ave & Broad St,Westlake Ave & 6th Ave,BT-01,SLU-15,Short-Term Pass Holder,,
694,10/13/2014 15:58,10/13/2014 16:05,SEA00456,409.011,7th Ave & Union St,Republican St & Westlake Ave N,CBD-03,SLU-04,Member,Male,1972
695,10/13/2014 16:01,10/13/2014 16:05,SEA00145,253.262,2nd Ave & Vine St,Dexter Ave & Denny Way,BT-03,SLU-18,Member,Male,1976
697,10/13/2014 16:02,10/13/2014 16:13,SEA00244,657.159,Frye Art Museum / Terry Ave & Columbia St,7th Ave & Union St,FH-01,CBD-03,Short-Term Pass Holder,,
699,10/13/2014 16:04,10/13/2014 16:20,SEA00444,935.79,Westlake Ave & 6th Ave,2nd Ave & Spring St,SLU-15,CBD-06,Short-Term Pass Holder,,
700,10/13/2014 16:05,10/13/2014 16:10,SEA00038,328.987,6th Ave & Blanchard St,9th Ave N & Mercer St,BT-04,DPD-01,Member,Male,1991
701,10/13/2014 16:06,10/13/2014 16:15,SEA00425,546.851,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Member,Male,1985
702,10/13/2014 16:07,10/13/2014 16:15,SEA00105,477.08,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Female,1991
703,10/13/2014 16:13,10/13/2014 16:30,SEA00348,1031.294,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6th Ave S & S King St,WF-04,ID-04,Short-Term Pass Holder,,
704,10/13/2014 16:14,10/13/2014 16:19,SEA00437,324.587,6th Ave S & S King St,6th Ave S & S King St,ID-04,ID-04,Member,Male,1968
705,10/13/2014 16:15,10/13/2014 16:28,SEA00390,750.311,Occidental Park / Occidental Ave S & S Washington St,1st Ave & Marion St,PS-04,CBD-05,Short-Term Pass Holder,,
706,10/13/2014 16:15,10/13/2014 16:24,SEA00234,554.79,Occidental Park / Occidental Ave S & S Washington St,1st Ave & Marion St,PS-04,CBD-05,Short-Term Pass Holder,,
707,10/13/2014 16:16,10/13/2014 16:47,SEA00175,1852.419,NE 42nd St & University Way NE,E Harrison St & Broadway Ave E,UD-02,CH-02,Short-Term Pass Holder,,
708,10/13/2014 16:16,10/13/2014 16:46,SEA00111,1829.277,NE 42nd St & University Way NE,E Harrison St & Broadway Ave E,UD-02,CH-02,Short-Term Pass Holder,,
709,10/13/2014 16:18,10/13/2014 16:22,SEA00378,257.52,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Denny Way,CH-08,CH-06,Member,Male,1978
710,10/13/2014 16:19,10/13/2014 16:24,SEA00204,294.633,Westlake Ave & 6th Ave,2nd Ave & Vine St,SLU-15,BT-03,Member,Male,1988
711,10/13/2014 16:19,10/13/2014 16:22,SEA00225,141.543,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Member,Male,1987
712,10/13/2014 16:20,10/13/2014 16:42,SEA00162,1319.77,Republican St & Westlake Ave N,Summit Ave E & E Republican St,SLU-04,CH-03,Member,Male,1980
713,10/13/2014 16:20,10/13/2014 16:37,SEA00263,1037.592,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St,PS-05,WF-01,Short-Term Pass Holder,,
714,10/13/2014 16:20,10/13/2014 16:37,SEA00043,1031.753,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St,PS-05,WF-01,Short-Term Pass Holder,,
715,10/13/2014 16:23,10/13/2014 16:47,SEA00377,1485.495,15th Ave E & E Thomas St,15th Ave E & E Thomas St,CH-05,CH-05,Short-Term Pass Holder,,
716,10/13/2014 16:23,10/13/2014 16:32,SEA00425,569.158,2nd Ave & Pine St,Westlake Ave & 6th Ave,CBD-13,SLU-15,Member,Male,1990
717,10/13/2014 16:25,10/13/2014 16:47,SEA00060,1353.552,15th Ave E & E Thomas St,15th Ave E & E Thomas St,CH-05,CH-05,Short-Term Pass Holder,,
718,10/13/2014 16:25,10/13/2014 16:48,SEA00380,1357.534,15th Ave E & E Thomas St,15th Ave E & E Thomas St,CH-05,CH-05,Short-Term Pass Holder,,
719,10/13/2014 16:27,10/13/2014 16:40,SEA00182,828.779,1st Ave & Marion St,2nd Ave & Vine St,CBD-05,BT-03,Short-Term Pass Holder,,
720,10/13/2014 16:28,10/13/2014 16:33,SEA00186,298.867,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Member,Male,1978
721,10/13/2014 16:29,10/13/2014 16:33,SEA00225,226.057,E Harrison St & Broadway Ave E,12th Ave & E Mercer St,CH-02,CH-15,Member,Male,1987
722,10/13/2014 16:31,10/13/2014 16:39,SEA00103,475.919,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Member,Female,1977
723,10/13/2014 16:31,10/13/2014 16:42,SEA00212,692.157,Summit Ave & E Denny Way,E Harrison St & Broadway Ave E,CH-01,CH-02,Member,Other,1987
724,10/13/2014 16:34,10/13/2014 16:51,SEA00308,1000.004,1st Ave & Marion St,7th Ave & Union St,CBD-05,CBD-03,Short-Term Pass Holder,,
725,10/13/2014 16:34,10/13/2014 16:51,SEA00390,1002.138,1st Ave & Marion St,7th Ave & Union St,CBD-05,CBD-03,Short-Term Pass Holder,,
726,10/13/2014 16:35,10/13/2014 16:45,SEA00168,601.143,6th Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-04,SLU-19,Member,Female,1977
728,10/13/2014 16:44,10/13/2014 16:48,SEA00164,227.939,12th Ave & NE Campus Pkwy,NE 47th St & 12th Ave NE,UD-04,UD-07,Short-Term Pass Holder,,
729,10/13/2014 16:44,10/13/2014 16:50,SEA00204,355.082,2nd Ave & Vine St,2nd Ave & Spring St,BT-03,CBD-06,Member,Male,1988
730,10/13/2014 16:45,10/13/2014 16:58,SEA00104,793.824,Cal Anderson Park / 11th Ave & Pine St,REI / Yale Ave N & John St,CH-08,SLU-01,Short-Term Pass Holder,,
731,10/13/2014 16:47,10/13/2014 17:11,SEA00333,1421.257,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Key Arena / 1st Ave N & Harrison St,PS-05,SLU-19,Short-Term Pass Holder,,
732,10/13/2014 16:49,10/13/2014 17:14,SEA00112,1505.478,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,,
733,10/13/2014 16:49,10/13/2014 16:54,SEA00212,306.258,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Other,1987
735,10/13/2014 16:50,10/13/2014 17:14,SEA00297,1439.702,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,,
736,10/13/2014 16:51,10/13/2014 17:14,SEA00231,1352.871,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,,
737,10/13/2014 16:51,10/13/2014 17:03,SEA00405,683.301,2nd Ave & Spring St,REI / Yale Ave N & John St,CBD-06,SLU-01,Member,Male,1980
738,10/13/2014 16:52,10/13/2014 17:07,SEA00415,924.719,City Hall / 4th Ave & James St,Key Arena / 1st Ave N & Harrison St,CBD-07,SLU-19,Member,Male,1973
739,10/13/2014 16:52,10/13/2014 17:14,SEA00054,1316.004,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,,
741,10/13/2014 16:55,10/13/2014 17:19,SEA00436,1429.015,1st Ave & Marion St,E Harrison St & Broadway Ave E,CBD-05,CH-02,Short-Term Pass Holder,,
742,10/13/2014 16:56,10/13/2014 17:01,SEA00207,321.474,UW Engineering Library / E Stevens Way NE & Jefferson Rd,15th Ave NE & NE 40th St,UW-06,UW-04,Member,Male,1981
743,10/13/2014 16:57,10/13/2014 17:12,SEA00221,943.379,Republican St & Westlake Ave N,Eastlake Ave E & E Allison St,SLU-04,EL-05,Member,Male,1980
744,10/13/2014 16:58,10/13/2014 17:16,SEA00029,1121.833,1st Ave & Marion St,Republican St & Westlake Ave N,CBD-05,SLU-04,Short-Term Pass Holder,,
745,10/13/2014 16:58,10/13/2014 17:10,SEA00475,738.729,7th Ave & Union St,Lake Union Park / Valley St & Boren Ave N,CBD-03,SLU-17,Member,Female,1963
746,10/13/2014 16:58,10/13/2014 17:19,SEA00103,1212.69,2nd Ave & Pine St,12th Ave & E Mercer St,CBD-13,CH-15,Member,Male,1964
747,10/13/2014 16:59,10/13/2014 17:20,SEA00325,1228.31,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Short-Term Pass Holder,,
748,10/13/2014 17:00,10/13/2014 17:19,SEA00184,1160.542,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Short-Term Pass Holder,,
749,10/13/2014 17:00,10/13/2014 17:19,SEA00166,1149.897,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Short-Term Pass Holder,,
750,10/13/2014 17:01,10/13/2014 17:16,SEA00206,875.828,Key Arena / 1st Ave N & Harrison St,2nd Ave & Spring St,SLU-19,CBD-06,Short-Term Pass Holder,,
752,10/13/2014 17:03,10/13/2014 17:07,SEA00327,241.217,NE 47th St & 12th Ave NE,12th Ave & NE Campus Pkwy,UD-07,UD-04,Short-Term Pass Holder,,
753,10/13/2014 17:05,10/13/2014 17:21,SEA00272,916.706,3rd Ave & Broad St,Dexter Ave N & Aloha St,BT-01,SLU-02,Short-Term Pass Holder,,
754,10/13/2014 17:05,10/13/2014 17:20,SEA00040,914.192,3rd Ave & Broad St,Dexter Ave N & Aloha St,BT-01,SLU-02,Short-Term Pass Holder,,
755,10/13/2014 17:06,10/13/2014 17:18,SEA00349,720.534,Westlake Ave & 6th Ave,E Harrison St & Broadway Ave E,SLU-15,CH-02,Member,Male,1977
756,10/13/2014 17:06,10/13/2014 17:20,SEA00440,807.448,7th Ave & Union St,E Pine St & 16th Ave,CBD-03,CH-07,Member,Male,1981
759,10/13/2014 17:09,10/13/2014 17:15,SEA00175,364.581,E Harrison St & Broadway Ave E,12th Ave & E Denny Way,CH-02,CH-06,Member,Male,1966
760,10/13/2014 17:09,10/13/2014 17:15,SEA00273,342.91,Westlake Ave & 6th Ave,2nd Ave & Spring St,SLU-15,CBD-06,Member,Male,1983
761,10/13/2014 17:10,10/13/2014 17:27,SEA00295,1038.14,Republican St & Westlake Ave N,15th Ave E & E Thomas St,SLU-04,CH-05,Member,Male,1987
764,10/13/2014 17:15,10/13/2014 17:20,SEA00151,318.624,9th Ave N & Mercer St,PATH / 9th Ave & Westlake Ave,DPD-01,SLU-07,Member,Male,1991
765,10/13/2014 17:16,10/13/2014 17:25,SEA00162,528.405,Summit Ave E & E Republican St,Seattle University / E Columbia St & 12th Ave,CH-03,FH-04,Member,Male,1977
766,10/13/2014 17:17,10/13/2014 17:23,SEA00194,403.315,Republican St & Westlake Ave N,REI / Yale Ave N & John St,SLU-04,SLU-01,Member,Male,1972
767,10/13/2014 17:17,10/13/2014 17:32,SEA00062,889.209,Westlake Ave & 6th Ave,Pier 69 / Alaskan Way & Clay St,SLU-15,WF-01,Member,Male,1985
768,10/13/2014 17:19,10/13/2014 17:31,SEA00444,678.623,2nd Ave & Spring St,2nd Ave & Blanchard St,CBD-06,BT-05,Short-Term Pass Holder,,
770,10/13/2014 17:23,10/13/2014 17:30,SEA00257,404.16,Cal Anderson Park / 11th Ave & Pine St,Summit Ave & E Denny Way,CH-08,CH-01,Member,Other,1987
771,10/13/2014 17:25,10/13/2014 17:39,SEA00433,872.236,Republican St & Westlake Ave N,2nd Ave & Blanchard St,SLU-04,BT-05,Short-Term Pass Holder,,
772,10/13/2014 17:27,10/13/2014 17:43,SEA00461,936.527,Dexter Ave N & Aloha St,REI / Yale Ave N & John St,SLU-02,SLU-01,Short-Term Pass Holder,,
773,10/13/2014 17:28,10/13/2014 17:52,SEA00445,1438.596,Pier 69 / Alaskan Way & Clay St,3rd Ave & Broad St,WF-01,BT-01,Short-Term Pass Holder,,
774,10/13/2014 17:28,10/13/2014 17:52,SEA00050,1427.933,Pier 69 / Alaskan Way & Clay St,3rd Ave & Broad St,WF-01,BT-01,Short-Term Pass Holder,,
776,10/13/2014 17:29,10/13/2014 17:32,SEA00071,180.845,E Pine St & 16th Ave,Cal Anderson Park / 11th Ave & Pine St,CH-07,CH-08,Member,Male,1983
777,10/13/2014 17:30,10/13/2014 17:52,SEA00043,1329.031,Pier 69 / Alaskan Way & Clay St,3rd Ave & Broad St,WF-01,BT-01,Short-Term Pass Holder,,
779,10/13/2014 17:30,10/13/2014 18:09,SEA00121,2361.881,1st Ave & Marion St,3rd Ave & Broad St,CBD-05,BT-01,Short-Term Pass Holder,,
780,10/13/2014 17:30,10/13/2014 17:52,SEA00263,1290.055,Pier 69 / Alaskan Way & Clay St,3rd Ave & Broad St,WF-01,BT-01,Short-Term Pass Holder,,
781,10/13/2014 17:31,10/13/2014 17:53,SEA00234,1327.993,1st Ave & Marion St,E Pine St & 16th Ave,CBD-05,CH-07,Short-Term Pass Holder,,
783,10/13/2014 17:32,10/13/2014 17:47,SEA00419,890.239,Key Arena / 1st Ave N & Harrison St,6th Ave S & S King St,SLU-19,ID-04,Member,Male,1955
784,10/13/2014 17:32,10/13/2014 17:47,SEA00045,884.817,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Blanchard St,SLU-17,BT-05,Member,Female,1963
785,10/13/2014 17:32,10/13/2014 17:47,SEA00367,882.395,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Blanchard St,SLU-17,BT-05,Member,Male,1990
787,10/13/2014 17:35,10/13/2014 17:48,SEA00062,791.359,Pier 69 / Alaskan Way & Clay St,Dexter Ave & Denny Way,WF-01,SLU-18,Member,Male,1985
788,10/13/2014 17:36,10/13/2014 17:55,SEA00194,1122.812,REI / Yale Ave N & John St,City Hall / 4th Ave & James St,SLU-01,CBD-07,Short-Term Pass Holder,,
789,10/13/2014 17:36,10/13/2014 17:58,SEA00172,1293.881,6th Ave S & S King St,E Pine St & 16th Ave,ID-04,CH-07,Short-Term Pass Holder,,
790,10/13/2014 17:36,10/13/2014 17:51,SEA00153,884.403,3rd Ave & Broad St,Summit Ave E & E Republican St,BT-01,CH-03,Member,Male,1979
791,10/13/2014 17:38,10/13/2014 17:44,SEA00137,376.212,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-08,CH-08,Member,Female,1991
792,10/13/2014 17:38,10/13/2014 17:55,SEA00405,986.161,REI / Yale Ave N & John St,City Hall / 4th Ave & James St,SLU-01,CBD-07,Short-Term Pass Holder,,
793,10/13/2014 17:39,10/13/2014 17:49,SEA00499,569.677,Westlake Ave & 6th Ave,Occidental Park / Occidental Ave S & S Washington St,SLU-15,PS-04,Short-Term Pass Holder,,
794,10/13/2014 17:40,10/13/2014 18:06,SEA00483,1589.889,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-10,UW-02,Member,Male,1988
795,10/13/2014 17:40,10/13/2014 17:52,SEA00060,732.172,15th Ave E & E Thomas St,7th Ave & Union St,CH-05,CBD-03,Member,Male,1981
796,10/13/2014 17:43,10/13/2014 17:58,SEA00411,945.584,Republican St & Westlake Ave N,1st Ave & Marion St,SLU-04,CBD-05,Member,Male,1981
797,10/13/2014 17:44,10/13/2014 17:49,SEA00349,274.523,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Member,Female,1983
799,10/13/2014 17:51,10/13/2014 18:00,SEA00353,524.716,Westlake Ave & 6th Ave,Dexter Ave & Denny Way,SLU-15,SLU-18,Member,Male,1989
800,10/13/2014 17:51,10/13/2014 18:02,SEA00468,612.558,Bellevue Ave & E Pine St,15th Ave E & E Thomas St,CH-12,CH-05,Member,Male,1986
801,10/13/2014 17:52,10/13/2014 18:11,SEA00307,1158.651,Dexter Ave & Denny Way,12th Ave & E Mercer St,SLU-18,CH-15,Member,Male,1985
802,10/13/2014 17:52,10/13/2014 18:01,SEA00137,532.05,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St,CH-08,CH-03,Member,Female,1991
803,10/13/2014 17:57,10/13/2014 18:03,SEA00120,372.303,6th Ave & Blanchard St,2nd Ave & Pine St,BT-04,CBD-13,Member,Male,1967
804,10/13/2014 17:57,10/13/2014 18:18,SEA00208,1263.473,1st Ave & Marion St,Bellevue Ave & E Pine St,CBD-05,CH-12,Member,Male,1983
805,10/13/2014 17:58,10/13/2014 18:03,SEA00377,294.11,15th Ave E & E Thomas St,12th Ave & E Mercer St,CH-05,CH-15,Member,Male,1958
806,10/13/2014 17:58,10/13/2014 19:28,SEA00143,5372.473,Frye Art Museum / Terry Ave & Columbia St,Frye Art Museum / Terry Ave & Columbia St,FH-01,FH-01,Short-Term Pass Holder,,
807,10/13/2014 18:00,10/13/2014 18:27,SEA00031,1630.646,3rd Ave & Broad St,Key Arena / 1st Ave N & Harrison St,BT-01,SLU-19,Short-Term Pass Holder,,
808,10/13/2014 18:01,10/13/2014 18:27,SEA00043,1577.461,3rd Ave & Broad St,Key Arena / 1st Ave N & Harrison St,BT-01,SLU-19,Short-Term Pass Holder,,
809,10/13/2014 18:02,10/13/2014 18:07,SEA00060,318.057,7th Ave & Union St,Bellevue Ave & E Pine St,CBD-03,CH-12,Member,Male,1984
810,10/13/2014 18:02,10/13/2014 18:28,SEA00399,1514.813,3rd Ave & Broad St,Key Arena / 1st Ave N & Harrison St,BT-01,SLU-19,Short-Term Pass Holder,,
811,10/13/2014 18:06,10/13/2014 18:19,SEA00117,743.382,Frye Art Museum / Terry Ave & Columbia St,E Harrison St & Broadway Ave E,FH-01,CH-02,Member,Male,1968
812,10/13/2014 18:07,10/13/2014 18:27,SEA00474,1238.784,3rd Ave & Broad St,Key Arena / 1st Ave N & Harrison St,BT-01,SLU-19,Short-Term Pass Holder,,
813,10/13/2014 18:07,10/13/2014 18:08,SEA00497,78.547,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Member,Male,1981
814,10/13/2014 18:07,10/13/2014 18:15,SEA00413,488.345,6th Ave & Blanchard St,Dexter Ave & Denny Way,BT-04,SLU-18,Member,Male,1988
815,10/13/2014 18:07,10/13/2014 18:11,SEA00118,244.533,2nd Ave & Pine St,7th Ave & Union St,CBD-13,CBD-03,Member,Male,1980
816,10/13/2014 18:08,10/13/2014 18:16,SEA00021,511.115,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Member,Male,1984
817,10/13/2014 18:08,10/13/2014 18:13,SEA00436,286.1,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Male,1975
819,10/13/2014 18:09,10/13/2014 18:13,SEA00380,192.409,15th Ave E & E Thomas St,E Pine St & 16th Ave,CH-05,CH-07,Member,Male,1978
820,10/13/2014 18:14,10/13/2014 18:34,SEA00236,1217.519,Westlake Ave & 6th Ave,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-15,WF-04,Short-Term Pass Holder,,
821,10/13/2014 18:15,10/13/2014 18:19,SEA00089,270.787,7th Ave & Union St,2nd Ave & Pine St,CBD-03,CBD-13,Member,Male,1980
824,10/13/2014 18:18,10/13/2014 18:30,SEA00307,747.404,12th Ave & E Mercer St,2nd Ave & Pine St,CH-15,CBD-13,Member,Male,1985
826,10/13/2014 18:18,10/13/2014 18:35,SEA00234,1018.579,E Pine St & 16th Ave,E Pine St & 16th Ave,CH-07,CH-07,Member,Female,1977
827,10/13/2014 18:19,10/13/2014 18:28,SEA00192,558.026,2nd Ave & Spring St,Bellevue Ave & E Pine St,CBD-06,CH-12,Short-Term Pass Holder,,
828,10/13/2014 18:19,10/13/2014 18:31,SEA00279,743.509,15th Ave NE & NE 40th St,Eastlake Ave E & E Allison St,UW-04,EL-05,Member,Female,1988
829,10/13/2014 18:19,10/13/2014 18:30,SEA00022,627.359,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N,EL-03,SLU-17,Short-Term Pass Holder,,
830,10/13/2014 18:21,10/13/2014 18:43,SEA00129,1332.856,Children's Hospital / Sandpoint Way NE & 40th Ave NE,UW Intramural Activities Building,DPD-03,UW-07,Short-Term Pass Holder,,
831,10/13/2014 18:22,10/13/2014 18:32,SEA00183,566.811,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Member,Female,1989
832,10/13/2014 18:24,10/13/2014 18:44,SEA00135,1247.086,Children's Hospital / Sandpoint Way NE & 40th Ave NE,UW Intramural Activities Building,DPD-03,UW-07,Short-Term Pass Holder,,
833,10/13/2014 18:24,10/13/2014 18:44,SEA00206,1204.93,2nd Ave & Spring St,2nd Ave & Spring St,CBD-06,CBD-06,Member,Male,1983
834,10/13/2014 18:28,10/13/2014 18:33,SEA00349,323.216,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E,CH-09,CH-02,Member,Female,1986
